league,season,tm_name,value_eur_m
ligue-1,2022,Clermont Foot 63,48.0
ligue-1,2022,AC Ajaccio,27.0
ligue-1,2023,Paris Saint-Germain,1020.0
ligue-1,2023,AS Monaco,398.55
ligue-1,2023,Stade Rennais FC,375.35
ligue-1,2023,LOSC Lille,328.9
ligue-1,2023,Olympique Marseille,311.4
ligue-1,2023,Olympique Lyon,305.95
ligue-1,2023,OGC Nice,268.78
ligue-1,2023,RC Lens,205.6
ligue-1,2023,RC Strasbourg Alsace,157.7
ligue-1,2023,Montpellier HSC,145.58
ligue-1,2023,FC Toulouse,145.2
ligue-1,2023,Stade Reims,134.55
ligue-1,2023,FC Lorient,131.85
ligue-1,2023,FC Nantes,125.9
ligue-1,2023,Stade Brestois 29,115.15
ligue-1,2023,Le Havre AC,72.5
ligue-1,2023,FC Metz,65.4
ligue-1,2023,Clermont Foot 63,61.35
ligue-1,2024,Paris Saint-Germain,1090.0
ligue-1,2024,AS Monaco,397.4
ligue-1,2024,LOSC Lille,329.95
ligue-1,2024,Olympique Marseille,265.25
ligue-1,2024,RC Strasbourg Alsace,239.25
ligue-1,2024,OGC Nice,218.2
ligue-1,2024,Stade Rennais FC,215.8
ligue-1,2024,Olympique Lyon,215.15
ligue-1,2024,RC Lens,134.9
ligue-1,2024,FC Nantes,112.6
ligue-1,2024,Stade Reims,101.0
ligue-1,2024,FC Toulouse,98.95
ligue-1,2024,Stade Brestois 29,97.7
ligue-1,2024,AJ Auxerre,83.15
ligue-1,2024,AS Saint-Étienne,68.0
ligue-1,2024,Le Havre AC,58.4
ligue-1,2024,Montpellier HSC,48.5
ligue-1,2024,Angers SCO,48.1
ligue-1,2025,Paris Saint-Germain,1370.0
ligue-1,2025,RC Strasbourg Alsace,399.3
ligue-1,2025,AS Monaco,398.75
ligue-1,2025,Olympique Marseille,385.1
ligue-1,2025,Olympique Lyon,300.8
ligue-1,2025,Stade Rennais FC,281.7
ligue-1,2025,LOSC Lille,279.5
ligue-1,2025,RC Lens,236.8
ligue-1,2025,OGC Nice,183.85
ligue-1,2025,FC Toulouse,165.3
ligue-1,2025,Paris FC,153.45
ligue-1,2025,FC Lorient,127.75
ligue-1,2025,FC Nantes,110.3
ligue-1,2025,AJ Auxerre,92.7
ligue-1,2025,Stade Brestois 29,88.65
ligue-1,2025,Angers SCO,78.8
ligue-1,2025,Le Havre AC,75.0
ligue-1,2025,FC Metz,65.25
ligue-1,2026,Paris Saint-Germain,1360.0
ligue-1,2026,RC Strasbourg Alsace,366.3
ligue-1,2026,AS Monaco,359.6
ligue-1,2026,LOSC Lille,315.6
ligue-1,2026,Stade Rennais FC,263.6
ligue-1,2026,Olympique Lyon,257.25
ligue-1,2026,Olympique Marseille,248.0
ligue-1,2026,RC Lens,215.15
ligue-1,2026,Paris FC,176.5
ligue-1,2026,FC Toulouse,146.95
ligue-1,2026,OGC Nice,143.1
ligue-1,2026,AJ Auxerre,82.85
ligue-1,2026,FC Lorient,77.05
ligue-1,2026,Angers SCO,74.85
ligue-1,2026,Stade Brestois 29,59.6
ligue-1,2026,Le Havre AC,41.05
ligue-1,2026,ESTAC Troyes,33.45
ligue-1,2026,Le Mans FC,19.25
